?	?	[Mg = (3.2649009149376 , 3.4234639069245865)]	?	?	?	?	?	?	[class = positive]	0,4	0,949438202247191		0,4	0,6	0,949438202247191	0,4	0,031088082901554404	0,07772020725388601	0,025047652285967406
?	?	[Mg = (3.309934908337449 , 3.4603535183627354)]	?	?	?	?	?	?	[class = positive]	0,4666666666666667	0,9101123595505618		0,30434782608695654	0,6956521739130435	0,9529411764705882	0,30434782608695654	0,03626943005181347	0,11917098445595854	0,027007436441246743
?	[Na = (13.613906637635967 , 13.653044441565793)]	?	?	?	?	?	?	?	[class = positive]	0,2	0,9887640449438202		0,6	0,4	0,9361702127659575	0,6	0,015544041450777202	0,025906735751295335	0,01353056457891487
?	[Na = (13.324571681743684 , 17.38)]	[Mg = (1.3852875227202195 , 4.49)]	?	?	?	[Ca = (8.637001138491751 , 9.94697139321616)]	?	?	[class = positive]	0,5333333333333333	0,8651685393258427		0,25	0,75	0,9565217391304348	0,25	0,04145077720207254	0,16580310880829016	0,028564525222153615
?	?	[Mg = (3.3074193374526075 , 3.467735397114264)]	?	?	?	?	?	?	[class = positive]	0,4666666666666667	0,9101123595505618		0,30434782608695654	0,6956521739130435	0,9529411764705882	0,30434782608695654	0,03626943005181347	0,11917098445595854	0,027007436441246743
[RI = (1.5149057590564305 , 1.527639159804901)]	?	?	?	?	[K = (0.0 , 0.2536008733573345)]	?	?	[Fe = (0.2147538435123727 , 0.4204309770670475)]	[class = positive]	0,13333333333333333	1,0		1,0	0,0	0,9319371727748691	1,0	0,010362694300518135	0,010362694300518135	0,009557303551773203
?	?	[Mg = (3.1905798186172625 , 4.039372904351465)]	?	?	?	[Ca = (8.315105008422554 , 16.14449955202918)]	?	?	[class = positive]	1,0	0,6404494382022472		0,189873417721519	0,810126582278481	1,0	0,189873417721519	0,07772020725388601	0,40932642487046633	0,04590727267846117
?	?	[Mg = (3.3359183007339284 , 4.457235205721116)]	?	?	[K = (0.0022821953437360543 , 4.861447902322561)]	[Ca = (8.359229141302972 , 9.120564083588178)]	?	?	[class = positive]	0,8	0,7359550561797753		0,2033898305084746	0,7966101694915254	0,9776119402985075	0,2033898305084746	0,06217616580310881	0,30569948186528495	0,03841713871513329
?	?	[Mg = (3.192950191001136 , 4.051263297311052)]	?	?	?	[Ca = (8.335246875874201 , 16.18142983396914)]	?	?	[class = positive]	0,9333333333333333	0,6460674157303371		0,18181818181818182	0,8181818181818182	0,9913793103448276	0,18181818181818182	0,07253886010362694	0,39896373056994816	0,04153131627694703
?	[Na = (13.065765104113396 , 16.716667188888223)]	[Mg = (1.2469348389525554 , 4.041905663529508)]	?	?	?	[Ca = (8.352896183715544 , 9.532017825686568)]	?	?	[class = positive]	0,7333333333333333	0,8314606741573034		0,2682926829268293	0,7317073170731707	0,9736842105263158	0,2682926829268293	0,05699481865284974	0,21243523316062177	0,04048430830357862
?	?	[Mg = (0.7921891283201958 , 4.163593294674818)]	?	?	?	[Ca = (8.294358125067777 , 9.183813644142088)]	?	?	[class = positive]	0,9333333333333333	0,6460674157303371		0,18181818181818182	0,8181818181818182	0,9913793103448276	0,18181818181818182	0,07253886010362694	0,39896373056994816	0,04153131627694703
?	?	[Mg = (3.168233716684243 , 4.011061513779302)]	?	?	[K = (0.07944253686911756 , 2.8246616779207807)]	[Ca = (8.300941176244027 , 16.051059245282183)]	?	?	[class = positive]	0,8666666666666667	0,651685393258427		0,17333333333333334	0,8266666666666667	0,9830508474576272	0,17333333333333334	0,06735751295336788	0,38860103626943004	0,037155359875432906
?	?	[Mg = (3.1917053918066873 , 4.040718443971379)]	[Al = (0.29 , 2.5354980047786286)]	?	?	[Ca = (8.315962640886298 , 16.1481643530259)]	?	?	[class = positive]	1,0	0,6404494382022472		0,189873417721519	0,810126582278481	1,0	0,189873417721519	0,07772020725388601	0,40932642487046633	0,04590727267846117
?	?	?	?	?	?	?	[Ba = (0.0 , 3.15)]	?	[class = negative]	1,0	0,0		0,9222797927461139	0,07772020725388601	0,0	0,9222797927461139	0,9222797927461139	1,0	0,0
?	[Na = (10.73 , 13.493120110410912)]	?	?	?	?	?	?	?	[class = negative]	0,6460674157303371	0,4666666666666667		0,9349593495934959	0,06504065040650407	0,1	0,9349593495934959	0,5958549222797928	0,6373056994818653	0,008080753845740807
?	?	[Mg = (0.0 , 4.49)]	?	?	?	?	?	?	[class = negative]	1,0	0,0		0,9222797927461139	0,07772020725388601	0,0	0,9222797927461139	0,9222797927461139	1,0	0,0
?	?	?	[Al = (0.7550593610516668 , 3.438846909142677)]	?	?	?	?	?	[class = negative]	0,9325842696629213	0,13333333333333333		0,9273743016759777	0,07262569832402235	0,14285714285714285	0,9273743016759777	0,8601036269430051	0,927461139896373	0,004724959059303591
