?	?	[Mg = (3.055111392699491 , 3.8904955630972204)]	?	[Si = (69.97801189263303 , 73.51150194979238)]	?	[Ca = (8.281593108638345 , 13.641916725379582)]	?	?	[class = positive]	0,9333333333333333	0,6460674157303371		0,18181818181818182	0,8181818181818182	0,9913793103448276	0,18181818181818182	0,07253886010362694	0,39896373056994816	0,04153131627694703
?	?	[Mg = (3.150217285085373 , 3.452092353087303)]	?	?	?	?	?	?	[class = positive]	0,4	0,898876404494382		0,25	0,75	0,9467455621301775	0,25	0,031088082901554404	0,12435233160621761	0,021423393916615213
?	[Na = (11.714203969262757 , 15.79)]	[Mg = (3.296714019519948 , 4.49)]	?	?	?	[Ca = (8.75587282677709 , 13.490510616432205)]	?	?	[class = positive]	0,6	0,8595505617977528		0,2647058823529412	0,7352941176470589	0,9622641509433962	0,2647058823529412	0,046632124352331605	0,17616580310880828	0,03294048162366775
?	?	[Mg = (3.151604254273697 , 3.590068293835569)]	?	?	?	[Ca = (8.052966777044528 , 13.750790334821296)]	?	?	[class = positive]	0,7333333333333333	0,7303370786516854		0,1864406779661017	0,8135593220338984	0,9701492537313433	0,1864406779661017	0,05699481865284974	0,30569948186528495	0,03323579156487423
?	?	[Mg = (2.2536371807323428 , 4.11432915221163)]	[Al = (0.4080409070882219 , 2.5165443742949423)]	?	?	[Ca = (8.316506968081582 , 10.427909943512713)]	?	?	[class = positive]	1,0	0,5898876404494382		0,17045454545454544	0,8295454545454546	1,0	0,17045454545454544	0,07772020725388601	0,45595854922279794	0,04228301430910897
?	?	[Mg = (2.4472571587763277 , 4.478029505125503)]	[Al = (0.4216169830517924 , 2.7726228500337915)]	?	?	[Ca = (8.577815904224995 , 10.880359407422334)]	?	?	[class = positive]	0,6666666666666666	0,7471910112359551		0,18181818181818182	0,8181818181818182	0,9637681159420289	0,18181818181818182	0,05181347150259067	0,2849740932642487	0,02966522591210502
?	?	?	[Al = (0.3290254692979276 , 1.0261171755023604)]	?	?	[Ca = (6.144238905304155 , 9.585899873475075)]	?	?	[class = positive]	0,26666666666666666	0,9775280898876404		0,5	0,5	0,9405405405405406	0,5	0,02072538860103627	0,04145077720207254	0,01750382560605654
?	?	?	[Al = (0.3265941746659294 , 0.983702962372903)]	?	?	[Ca = (6.098353925710652 , 9.341469575600533)]	?	?	[class = positive]	0,2	1,0		1,0	0,0	0,9368421052631579	1,0	0,015544041450777202	0,015544041450777202	0,014335955327659803
?	?	?	[Al = (0.29 , 1.9848570679722624)]	[Si = (72.55385018462397 , 72.70414303365176)]	?	?	?	?	[class = positive]	0,3333333333333333	0,9662921348314607		0,45454545454545453	0,5454545454545454	0,945054945054945	0,45454545454545453	0,025906735751295335	0,05699481865284974	0,021477086633198205
?	?	?	[Al = (0.3319778450137397 , 1.0034157312335856)]	?	?	[Ca = (6.374762363594838 , 9.20731819266025)]	?	?	[class = positive]	0,2	1,0		1,0	0,0	0,9368421052631579	1,0	0,015544041450777202	0,015544041450777202	0,014335955327659803
?	?	[Mg = (2.165707078536388 , 3.8102608048621103)]	[Al = (0.39133633478371654 , 2.2017339391109387)]	[Si = (70.89105948323918 , 72.89968341474042)]	?	[Ca = (7.889627104862615 , 9.868138214754868)]	?	?	[class = positive]	0,8	0,6853932584269663		0,17647058823529413	0,8235294117647058	0,976	0,17647058823529413	0,06217616580310881	0,35233160621761656	0,034792880345781096
?	?	?	[Al = (0.6627640802495565 , 3.441834504056783)]	?	?	?	?	?	[class = negative]	0,9550561797752809	0,13333333333333333		0,9289617486338798	0,07103825136612021	0,2	0,9289617486338798	0,8808290155440415	0,9481865284974094	0,006335740556793534
?	?	?	[Al = (0.934708441222623 , 3.5)]	?	?	?	?	?	[class = negative]	0,8932584269662921	0,3333333333333333		0,9408284023668639	0,05917159763313609	0,20833333333333334	0,9408284023668639	0,8238341968911918	0,8756476683937824	0,01624204676635621
?	?	?	?	[Si = (72.70515720515318 , 75.18)]	?	?	?	?	[class = negative]	0,6067415730337079	0,8		0,972972972972973	0,02702702702702703	0,14634146341463414	0,972972972972973	0,5595854922279793	0,5751295336787565	0,029155145104566516
