?	?	[chestpain = 4 v 2 ]	?	?	?	?	?	?	?	?	?	?	[class = positive]	0,8055555555555556	0,5259259259259259		0,5761589403973509	0,423841059602649	0,7717391304347826	0,5761589403973509	0,35802469135802467	0,6213991769547325	0,08184727937814357
?	?	[chestpain = 4 v 3 v 1 ]	?	?	?	?	?	?	?	?	?	?	[class = positive]	0,9444444444444444	0,23703703703703705		0,4975609756097561	0,5024390243902439	0,8421052631578947	0,4975609756097561	0,41975308641975306	0,8436213991769548	0,04481024234110653
?	?	?	?	?	?	?	?	?	?	?	?	[thal = 7 ]	[class = positive]	0,6574074074074074	0,8444444444444444		0,7717391304347826	0,22826086956521738	0,7549668874172185	0,7717391304347826	0,29218106995884774	0,3786008230452675	0,12391403749428442
?	?	[chestpain = 4 ]	?	?	?	?	?	?	?	?	?	?	[class = positive]	0,75	0,762962962962963		0,7168141592920354	0,2831858407079646	0,7923076923076923	0,7168141592920354	0,3333333333333333	0,46502057613168724	0,1266575217192501
?	?	[chestpain = 4 v 2 v 1 ]	?	?	?	?	?	?	?	?	?	?	[class = positive]	0,8518518518518519	0,43703703703703706		0,5476190476190477	0,4523809523809524	0,7866666666666666	0,5476190476190477	0,3786008230452675	0,691358024691358	0,0713305898491084
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 174.80404156385652)]	?	?	?	?	?	[class = positive]	0,9629629629629629	0,18518518518518517		0,48598130841121495	0,514018691588785	0,8620689655172413	0,48598130841121495	0,4279835390946502	0,8806584362139918	0,03657978966620945
?	?	?	[restingBP = (107.10908751578906 , 200.0)]	?	?	?	?	?	?	?	?	?	[class = positive]	0,9814814814814815	0,08888888888888889		0,462882096069869	0,537117903930131	0,8571428571428571	0,462882096069869	0,43621399176954734	0,9423868312757202	0,0173754000914495
[age = (34.14257435776098 , 70.36592138916912)]	?	?	?	?	?	?	?	?	?	?	?	?	[class = positive]	1,0	0,05185185185185185		0,4576271186440678	0,5423728813559322	1,0	0,4576271186440678	0,4444444444444444	0,9711934156378601	0,012802926383173263
[age = (29.32723981921572 , 63.54252820524826)]	?	?	?	?	?	?	?	?	[oldpeak = (0.4774587731073465 , 2.6232215692119345)]	[stslope = (1.8939724260787956 , 2.210374780317493)]	[vessels = (0.31461329026695195 , 2.588706113216767)]	?	[class = positive]	0,2222222222222222	1,0		1,0	0,0	0,6164383561643836	1,0	0,09876543209876543	0,09876543209876543	0,05486968449931413
?	?	?	?	?	?	?	?	?	[oldpeak = (0.3033169674766877 , 3.689289286022788)]	[stslope = (1.2544387107261823 , 2.4772050191484505)]	[vessels = (0.0087404265090384 , 2.9716524253970906)]	?	[class = positive]	0,3611111111111111	0,9925925925925926		0,975	0,025	0,6600985221674877	0,975	0,16049382716049382	0,1646090534979424	0,08733424782807499
?	?	?	?	?	?	?	?	?	[oldpeak = (0.7974508137082216 , 4.381300068597725)]	[stslope = (1.0215658697639038 , 2.49311120361982)]	?	?	[class = positive]	0,5833333333333334	0,8666666666666667		0,7777777777777778	0,2222222222222222	0,7222222222222222	0,7777777777777778	0,25925925925925924	0,3333333333333333	0,1111111111111111
?	?	?	?	?	?	?	?	?	?	[stslope = (1.6868096727904942 , 2.0152466301462892)]	[vessels = (0.1915787562478072 , 3.0)]	?	[class = positive]	0,48148148148148145	0,9629629629629629		0,9122807017543859	0,08771929824561403	0,6989247311827957	0,9122807017543859	0,2139917695473251	0,2345679012345679	0,10973936899862827
?	?	?	[restingBP = (106.6322457472906 , 200.0)]	?	?	?	?	?	?	?	?	?	[class = positive]	0,9814814814814815	0,08888888888888889		0,462882096069869	0,537117903930131	0,8571428571428571	0,462882096069869	0,43621399176954734	0,9423868312757202	0,0173754000914495
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 168.33507530032733)]	?	?	?	?	?	[class = positive]	0,8981481481481481	0,34814814814814815		0,5243243243243243	0,4756756756756757	0,8103448275862069	0,5243243243243243	0,3991769547325103	0,7613168724279835	0,06081390032007322
[age = (35.011065211133165 , 69.11896185928734)]	?	?	?	?	?	?	?	?	[oldpeak = (0.8156170131044248 , 4.488835719544459)]	[stslope = (1.095905638710959 , 2.547187308587175)]	?	?	[class = positive]	0,5462962962962963	0,8814814814814815		0,7866666666666666	0,21333333333333335	0,7083333333333334	0,7866666666666666	0,24279835390946503	0,30864197530864196	0,10562414266117973
