?	?	?	?	?	?	?	?	?	?	?	?	[thal = 7 ]	[class = positive]	0,6851851851851852	0,8222222222222222		0,7551020408163265	0,24489795918367346	0,7655172413793103	0,7551020408163265	0,3045267489711934	0,40329218106995884	0,12528577960676726
?	?	[chestpain = 4 v 1 ]	?	?	?	?	?	?	[oldpeak = (0.6370585137316598 , 4.351944456788939)]	?	?	?	[class = positive]	0,6018518518518519	0,8444444444444444		0,7558139534883721	0,2441860465116279	0,7261146496815286	0,7558139534883721	0,2674897119341564	0,35390946502057613	0,11019661636945588
?	?	[chestpain = 4 v 2 v 1 ]	?	?	?	?	?	?	?	?	?	?	[class = positive]	0,8703703703703703	0,4222222222222222		0,5465116279069767	0,45348837209302323	0,8028169014084507	0,5465116279069767	0,3868312757201646	0,7078189300411523	0,07224508459076362
?	?	?	?	?	?	?	?	?	[oldpeak = (0.8039157566651207 , 6.126971947936328)]	?	?	?	[class = positive]	0,6944444444444444	0,6814814814814815		0,635593220338983	0,3644067796610169	0,736	0,635593220338983	0,30864197530864196	0,48559670781893005	0,09282121627800638
?	?	?	?	[serumcholestoral = (159.64930895955771 , 519.8770637842381)]	?	?	?	?	?	[stslope = (1.1886135273510678 , 3.0)]	?	?	[class = positive]	0,75	0,6518518518518519		0,6328125	0,3671875	0,7652173913043478	0,6328125	0,3333333333333333	0,5267489711934157	0,09922267946959301
?	?	?	?	?	?	?	?	?	[oldpeak = (0.8073956548675331 , 6.196754524569979)]	?	?	?	[class = positive]	0,6944444444444444	0,6814814814814815		0,635593220338983	0,3644067796610169	0,736	0,635593220338983	0,30864197530864196	0,48559670781893005	0,09282121627800638
?	?	?	?	?	?	?	?	?	[oldpeak = (0.5774294180142423 , 6.2)]	?	?	?	[class = positive]	0,7592592592592593	0,5777777777777777		0,5899280575539568	0,41007194244604317	0,75	0,5899280575539568	0,3374485596707819	0,5720164609053497	0,08321902149062649
?	?	?	?	[serumcholestoral = (161.9134402152402 , 529.677391542611)]	?	?	[maxheartrate = (71.0 , 165.51833960759132)]	?	?	?	?	?	[class = positive]	0,8981481481481481	0,35555555555555557		0,5271739130434783	0,47282608695652173	0,8135593220338984	0,5271739130434783	0,3991769547325103	0,757201646090535	0,06264288980338367
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 163.12941114986538)]	?	?	?	?	?	[class = positive]	0,8796296296296297	0,362962962962963		0,5248618784530387	0,47513812154696133	0,7903225806451613	0,5248618784530387	0,39094650205761317	0,7448559670781894	0,05989940557841794
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 158.5359353609848)]	?	?	?	?	?	[class = positive]	0,7777777777777778	0,5259259259259259		0,5675675675675675	0,43243243243243246	0,7473684210526316	0,5675675675675675	0,345679012345679	0,6090534979423868	0,0749885688157293
?	?	?	?	?	?	?	?	?	?	[stslope = (1.3524009169799767 , 2.7367512492786386)]	[vessels = (0.20290897925547066 , 3.0)]	?	[class = positive]	0,46296296296296297	0,9629629629629629		0,9090909090909091	0,09090909090909091	0,6914893617021277	0,9090909090909091	0,205761316872428	0,22633744855967078	0,1051668952903521
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 158.89726213091905)]	?	?	?	?	?	[class = positive]	0,7777777777777778	0,5259259259259259		0,5675675675675675	0,43243243243243246	0,7473684210526316	0,5675675675675675	0,345679012345679	0,6090534979423868	0,0749885688157293
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 168.4851597859735)]	?	?	?	?	?	[class = positive]	0,9259259259259259	0,3037037037037037		0,5154639175257731	0,4845360824742268	0,8367346938775511	0,5154639175257731	0,411522633744856	0,7983539094650206	0,056698673982624626
?	?	?	?	[serumcholestoral = (155.80731836752932 , 564.0)]	?	?	[maxheartrate = (71.0 , 159.63215672934155)]	?	?	?	?	?	[class = positive]	0,7870370370370371	0,5111111111111111		0,5629139072847682	0,4370860927152318	0,75	0,5629139072847682	0,3497942386831276	0,6213991769547325	0,07361682670324649
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 163.43417492312497)]	?	?	?	?	?	[class = positive]	0,8796296296296297	0,362962962962963		0,5248618784530387	0,47513812154696133	0,7903225806451613	0,5248618784530387	0,39094650205761317	0,7448559670781894	0,05989940557841794
?	?	?	?	?	?	?	?	?	[oldpeak = (0.35746790523709393 , 5.742908325749123)]	[stslope = (1.1088741379418101 , 2.9776307601350283)]	[vessels = (0.6247208153297779 , 3.0)]	?	[class = positive]	0,4351851851851852	0,9851851851851852		0,9591836734693877	0,04081632653061224	0,6855670103092784	0,9591836734693877	0,1934156378600823	0,20164609053497942	0,10379515317786923
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 177.95151486121995)]	?	?	?	?	?	[class = positive]	0,9722222222222222	0,15555555555555556		0,4794520547945205	0,5205479452054794	0,875	0,4794520547945205	0,43209876543209874	0,9012345679012346	0,03155006858710563
?	?	?	?	?	?	?	?	?	[oldpeak = (0.5501722253253636 , 6.2)]	?	?	?	[class = positive]	0,7592592592592593	0,5777777777777777		0,5899280575539568	0,41007194244604317	0,75	0,5899280575539568	0,3374485596707819	0,5720164609053497	0,08321902149062649
?	?	?	?	[serumcholestoral = (152.52387826445596 , 436.42072518954956)]	?	?	[maxheartrate = (71.0 , 185.63320888983748)]	?	?	?	?	?	[class = positive]	0,9907407407407407	0,07407407407407407		0,46120689655172414	0,5387931034482759	0,9090909090909091	0,46120689655172414	0,4403292181069959	0,9547325102880658	0,016003657978966634
?	?	?	?	[serumcholestoral = (161.26860027993484 , 538.780323790875)]	?	?	[maxheartrate = (71.0 , 170.50533003922564)]	?	?	?	?	?	[class = positive]	0,9444444444444444	0,2962962962962963		0,5177664974619289	0,48223350253807107	0,8695652173913043	0,5177664974619289	0,41975308641975306	0,8106995884773662	0,0594421582075903
?	?	?	?	?	?	?	?	?	?	[stslope = (1.497556312198435 , 2.395888085653807)]	[vessels = (0.017509701941258886 , 3.0)]	?	[class = positive]	0,46296296296296297	0,9629629629629629		0,9090909090909091	0,09090909090909091	0,6914893617021277	0,9090909090909091	0,205761316872428	0,22633744855967078	0,1051668952903521
?	?	?	?	[serumcholestoral = (154.78024651299617 , 462.82800021995615)]	?	?	[maxheartrate = (71.0 , 161.7312921414157)]	?	?	?	?	?	[class = positive]	0,8425925925925926	0,45925925925925926		0,5548780487804879	0,4451219512195122	0,7848101265822784	0,5548780487804879	0,37448559670781895	0,6748971193415638	0,07453132144490171
?	?	?	?	[serumcholestoral = (160.95256982391163 , 535.0786120921316)]	?	?	[maxheartrate = (71.0 , 148.83351527921025)]	?	?	[stslope = (1.9803501867414983 , 3.0)]	?	?	[class = positive]	0,5648148148148148	0,8592592592592593		0,7625	0,2375	0,7116564417177914	0,7625	0,25102880658436216	0,3292181069958848	0,1047096479195245
?	?	?	?	[serumcholestoral = (157.0334400696427 , 489.1926416784473)]	?	?	[maxheartrate = (71.0 , 178.6855842816546)]	?	?	?	?	?	[class = positive]	0,9722222222222222	0,15555555555555556		0,4794520547945205	0,5205479452054794	0,875	0,4794520547945205	0,43209876543209874	0,9012345679012346	0,03155006858710563
?	?	?	?	[serumcholestoral = (147.30737244431106 , 498.6164341335667)]	?	?	[maxheartrate = (71.0 , 174.45753687654744)]	?	?	?	?	?	[class = positive]	0,9629629629629629	0,1925925925925926		0,48826291079812206	0,5117370892018779	0,8666666666666667	0,48826291079812206	0,4279835390946502	0,8765432098765432	0,0384087791495199
?	?	?	?	?	?	?	[maxheartrate = (71.0 , 168.54446761175535)]	?	?	?	?	?	[class = positive]	0,9259259259259259	0,3037037037037037		0,5154639175257731	0,4845360824742268	0,8367346938775511	0,5154639175257731	0,411522633744856	0,7983539094650206	0,056698673982624626
