?	[thyroxin = (12.875137613328583 , 25.3)]	?	?	?	[class = positive]	0,9032258064516129	0,9506172839506173		0,7777777777777778	0,2222222222222222	0,9808917197452229	0,7777777777777778	0,14507772020725387	0,18652849740932642	0,11511718435394239
?	[thyroxin = (13.292163587672148 , 25.3)]	?	?	?	[class = positive]	0,8064516129032258	0,9753086419753086		0,8620689655172413	0,13793103448275862	0,9634146341463414	0,8620689655172413	0,12953367875647667	0,15025906735751296	0,10539880265242019
?	[thyroxin = (13.060992102711786 , 25.3)]	?	?	?	[class = positive]	0,8064516129032258	0,9753086419753086		0,8620689655172413	0,13793103448275862	0,9634146341463414	0,8620689655172413	0,12953367875647667	0,15025906735751296	0,10539880265242019
?	[thyroxin = (14.199842474603855 , 25.3)]	?	?	?	[class = positive]	0,7741935483870968	0,9876543209876543		0,9230769230769231	0,07692307692307693	0,9580838323353293	0,9230769230769231	0,12435233160621761	0,13471502590673576	0,10271416682327042
?	?	[Triiodothyronine = (1.3203954474849013 , 10.0)]	?	[TSH_value = (-0.6 , 0.691214530573652)]	[class = positive]	1,0	0,9012345679012346		0,6595744680851063	0,3404255319148936	1,0	0,6595744680851063	0,16062176165803108	0,24352331606217617	0,12150661762731885
?	?	?	?	[TSH_value = (-0.6 , 0.4248184395175162)]	[class = positive]	0,967741935483871	0,9320987654320988		0,7317073170731707	0,2682926829268293	0,993421052631579	0,7317073170731707	0,15544041450777202	0,21243523316062177	0,12131869311927837
?	[thyroxin = (12.631731914224858 , 25.3)]	?	?	?	[class = positive]	0,9032258064516129	0,9506172839506173		0,7777777777777778	0,2222222222222222	0,9808917197452229	0,7777777777777778	0,14507772020725387	0,18652849740932642	0,11511718435394239
?	[thyroxin = (14.115867127218333 , 25.3)]	?	?	?	[class = positive]	0,7741935483870968	0,9876543209876543		0,9230769230769231	0,07692307692307693	0,9580838323353293	0,9230769230769231	0,12435233160621761	0,13471502590673576	0,10271416682327042
?	?	[Triiodothyronine = (2.998654673948634 , 10.0)]	?	?	[class = positive]	0,6774193548387096	1,0		1,0	0,0	0,9418604651162791	1,0	0,10880829015544041	0,10880829015544041	0,09133131090767538
?	[thyroxin = (12.903520811888972 , 24.54654334090042)]	?	?	?	[class = positive]	0,8387096774193549	0,9629629629629629		0,8125	0,1875	0,968944099378882	0,8125	0,13471502590673576	0,16580310880829016	0,10808343848156998
?	[thyroxin = (14.722559491411538 , 25.3)]	?	?	[TSH_value = (-0.6 , 1.2283556506684832)]	[class = positive]	0,6774193548387096	1,0		1,0	0,0	0,9418604651162791	1,0	0,10880829015544041	0,10880829015544041	0,09133131090767538
?	?	[Triiodothyronine = (2.972508850138026 , 10.0)]	?	?	[class = positive]	0,6774193548387096	1,0		1,0	0,0	0,9418604651162791	1,0	0,10880829015544041	0,10880829015544041	0,09133131090767538
?	?	?	[BasalThyroid-StimulatingHormone = (0.1 , 29.483131140000115)]	[TSH_value = (-0.6 , 0.49859366479648914)]	[class = positive]	0,967741935483871	0,9320987654320988		0,7317073170731707	0,2682926829268293	0,993421052631579	0,7317073170731707	0,15544041450777202	0,21243523316062177	0,12131869311927837
?	?	?	?	[TSH_value = (-0.6 , 0.4388503668851368)]	[class = positive]	0,967741935483871	0,9320987654320988		0,7317073170731707	0,2682926829268293	0,993421052631579	0,7317073170731707	0,15544041450777202	0,21243523316062177	0,12131869311927837
?	[thyroxin = (12.95725254285094 , 24.6507123439564)]	?	?	?	[class = positive]	0,8387096774193549	0,9629629629629629		0,8125	0,1875	0,968944099378882	0,8125	0,13471502590673576	0,16580310880829016	0,10808343848156998
?	?	[Triiodothyronine = (2.938756764536051 , 10.0)]	?	?	[class = positive]	0,6774193548387096	1,0		1,0	0,0	0,9418604651162791	1,0	0,10880829015544041	0,10880829015544041	0,09133131090767538
?	?	?	?	[TSH_value = (-0.6 , 0.4703198713649067)]	[class = positive]	0,967741935483871	0,9320987654320988		0,7317073170731707	0,2682926829268293	0,993421052631579	0,7317073170731707	0,15544041450777202	0,21243523316062177	0,12131869311927837
?	?	[Triiodothyronine = (0.2 , 2.930472398059222)]	?	?	[class = negative]	1,0	0,6774193548387096		0,9418604651162791	0,05813953488372093	1,0	0,9418604651162791	0,8393782383419689	0,8911917098445595	0,09133131090767543
?	?	[Triiodothyronine = (0.2 , 2.9732623008062538)]	?	?	[class = negative]	1,0	0,6774193548387096		0,9418604651162791	0,05813953488372093	1,0	0,9418604651162791	0,8393782383419689	0,8911917098445595	0,09133131090767543
?	[thyroxin = (0.5 , 16.751011156140727)]	?	?	[TSH_value = (0.36625302644948665 , 56.3)]	[class = negative]	0,9320987654320988	1,0		1,0	0,0	0,7380952380952381	1,0	0,7823834196891192	0,7823834196891192	0,12566780316250103
?	[thyroxin = (0.5 , 15.334399886167516)]	[Triiodothyronine = (0.2 , 2.8866295734814438)]	?	?	[class = negative]	0,9876543209876543	0,8709677419354839		0,975609756097561	0,024390243902439025	0,9310344827586207	0,975609756097561	0,8290155440414507	0,8497409326424871	0,11576149695293825
?	[thyroxin = (0.5 , 15.694606904014353)]	[Triiodothyronine = (0.2 , 2.5513084513347106)]	?	[TSH_value = (-0.6 , 50.05662106916098)]	[class = negative]	0,9506172839506173	0,9354838709677419		0,9871794871794872	0,01282051282051282	0,7837837837837838	0,9871794871794872	0,7979274611398963	0,8082901554404145	0,11946629439716505
?	[thyroxin = (0.5 , 15.6921717430053)]	[Triiodothyronine = (0.2 , 2.847743645603982)]	?	?	[class = negative]	0,9876543209876543	0,8709677419354839		0,975609756097561	0,024390243902439025	0,9310344827586207	0,975609756097561	0,8290155440414507	0,8497409326424871	0,11576149695293825
?	[thyroxin = (0.5 , 17.491149584529794)]	?	?	[TSH_value = (0.4974341666514236 , 56.3)]	[class = negative]	0,9320987654320988	1,0		1,0	0,0	0,7380952380952381	1,0	0,7823834196891192	0,7823834196891192	0,12566780316250103
?	[thyroxin = (0.5 , 18.86745127949304)]	[Triiodothyronine = (0.2 , 2.7527005125189135)]	?	?	[class = negative]	0,9938271604938271	0,7419354838709677		0,9526627218934911	0,047337278106508875	0,9583333333333334	0,9526627218934911	0,8341968911917098	0,8756476683937824	0,0991972938870842
