?	[thyroxin = (13.043489888839975 , 25.3)]	?	?	?	[class = positive]	0,9032258064516129	0,9753086419753086		0,875	0,125	0,9813664596273292	0,875	0,14507772020725387	0,16580310880829016	0,1184461327820881
?	[thyroxin = (14.045037745550779 , 25.3)]	?	?	?	[class = positive]	0,8709677419354839	0,9876543209876543		0,9310344827586207	0,06896551724137931	0,975609756097561	0,9310344827586207	0,13989637305699482	0,15025906735751296	0,11576149695293833
?	[thyroxin = (15.90275036099112 , 25.3)]	?	?	?	[class = positive]	0,7419354838709677	0,9938271604938271		0,9583333333333334	0,041666666666666664	0,9526627218934911	0,9583333333333334	0,11917098445595854	0,12435233160621761	0,0991972938870842
?	[thyroxin = (12.949503353677107 , 25.3)]	?	?	?	[class = positive]	0,967741935483871	0,9629629629629629		0,8333333333333334	0,16666666666666666	0,9936305732484076	0,8333333333333334	0,15544041450777202	0,18652849740932642	0,12547987865446053
?	[thyroxin = (12.650755303395929 , 25.3)]	?	?	?	[class = positive]	1,0	0,9506172839506173		0,7948717948717948	0,20512820512820512	1,0	0,7948717948717948	0,16062176165803108	0,20207253886010362	0,1281645144836103
?	[thyroxin = (15.331953037975637 , 25.3)]	?	?	?	[class = positive]	0,7419354838709677	0,9938271604938271		0,9583333333333334	0,041666666666666664	0,9526627218934911	0,9583333333333334	0,11917098445595854	0,12435233160621761	0,0991972938870842
?	[thyroxin = (16.382164701656833 , 25.3)]	?	?	?	[class = positive]	0,7096774193548387	1,0		1,0	0,0	0,9473684210526315	1,0	0,11398963730569948	0,11398963730569948	0,09568042095089802
?	[thyroxin = (13.851720847176754 , 25.3)]	?	?	?	[class = positive]	0,8709677419354839	0,9876543209876543		0,9310344827586207	0,06896551724137931	0,975609756097561	0,9310344827586207	0,13989637305699482	0,15025906735751296	0,11576149695293833
?	[thyroxin = (16.348434209686015 , 25.3)]	?	?	?	[class = positive]	0,7096774193548387	1,0		1,0	0,0	0,9473684210526315	1,0	0,11398963730569948	0,11398963730569948	0,09568042095089802
?	[thyroxin = (16.157594852078187 , 25.3)]	?	[BasalThyroid-StimulatingHormone = (0.1 , 35.431700258739504)]	?	[class = positive]	0,7096774193548387	1,0		1,0	0,0	0,9473684210526315	1,0	0,11398963730569948	0,11398963730569948	0,09568042095089802
