auc_psogla<-c(0.8,0.925,0.42499999999999993,0.7625000000000002,0.725,0.75,0.275,0.736842105263158,0.6578947368421053,0.6578947368421053)

acc_psogla<-c(0.8636363636363636,0.9545454545454546,0.9090909090909091,0.7727272727272727,0.9047619047619048,0.9047619047619048,0.9523809523809523,0.9047619047619048,0.7619047619047619,0.6666666666666666)

prec_psogla<-c(0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)

rec_psogla<-c(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)

fm_psogla<-c(0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)

prec_neg_psogla<-c(0.9473684210526315,0.9523809523809523,0.9090909090909091,0.8947368421052632,0.95,0.95,0.9523809523809523,0.9047619047619048,0.8888888888888888,0.875)

rec_neg_psogla<-c(0.9,1.0,1.0,0.85,0.95,0.95,1.0,1.0,0.8421052631578947,0.7368421052631579)

fm_neg_psogla<-c(0.9230769230769231,0.975609756097561,0.9523809523809523,0.8717948717948718,0.9500000000000001,0.9500000000000001,0.975609756097561,0.9500000000000001,0.8648648648648649,0.7999999999999999)

