auc_psoGER<-c(0.3335714285714286,0.02857142857142858,0.0,0.5011904761904762,0.0,0.4857142857142857,0.0,0.5166666666666667,0.0,0.0)

acc_psoGER<-c(0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.71,0.7,0.7)

prec_psoGER<-c(0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0)

rec_psoGER<-c(0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0)

fm_psoGER<-c(0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,0.06451612903225806,0.0,0.0)

prec_neg_psoGER<-c(0.7,0.7,0.7,0.7083333333333334,0.7,0.7083333333333334,0.7,0.7070707070707071,0.7,0.7)

rec_neg_psoGER<-c(1.0,1.0,1.0,0.9714285714285714,1.0,0.9714285714285714,1.0,1.0,1.0,1.0)

fm_neg_psoGER<-c(0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8192771084337349,0.8235294117647058,0.8192771084337349,0.8235294117647058,0.8284023668639052,0.8235294117647058,0.8235294117647058)

