?	[PlasmaGlucoseConcentration = (6.818961326907697 , 146.3810231116156)]	?	?	?	?	?	?	[class = positive]	0,9133333333333333	0,4149377593360996		0,7445652173913043	0,2554347826086957	0,7194244604316546	0,7445652173913043	0,5947901591895803	0,7988422575976846	0,0745600348495542
?	[PlasmaGlucoseConcentration = (18.961211693656416 , 141.26624740211017)]	?	?	?	?	?	?	[class = positive]	0,8866666666666667	0,4854771784232365		0,762906309751434	0,23709369024856597	0,6964285714285714	0,762906309751434	0,5774240231548481	0,7568740955137482	0,08452482926022192
?	[PlasmaGlucoseConcentration = (9.584320743174764 , 128.69758384169472)]	?	?	?	?	?	?	[class = positive]	0,7866666666666666	0,6390041493775933		0,8027210884353742	0,19727891156462585	0,616	0,8027210884353742	0,5123010130246021	0,638205499276411	0,09668238107903776
?	[PlasmaGlucoseConcentration = (14.489728408763533 , 123.67996703026435)]	?	?	[TwoHourSerumInsulin = (0.0 , 134.28947836504608)]	?	?	?	[class = positive]	0,6511111111111111	0,7883817427385892		0,8517441860465116	0,14825581395348839	0,547550432276657	0,8517441860465116	0,4240231548480463	0,49782923299565845	0,09982177301295758
?	[PlasmaGlucoseConcentration = (0.0 , 128.8472905164652)]	?	?	?	?	?	?	[class = positive]	0,7933333333333333	0,6307053941908713		0,8004484304932735	0,19955156950672645	0,6204081632653061	0,8004484304932735	0,516642547033285	0,6454413892908828	0,0963116857005828
?	[PlasmaGlucoseConcentration = (7.775197301817434 , 141.30531331649672)]	?	?	?	?	?	?	[class = positive]	0,8866666666666667	0,4854771784232365		0,762906309751434	0,23709369024856597	0,6964285714285714	0,762906309751434	0,5774240231548481	0,7568740955137482	0,08452482926022192
?	[PlasmaGlucoseConcentration = (13.931278593335225 , 194.32491858428978)]	?	?	?	?	?	?	[class = positive]	0,9933333333333333	0,04564315352697095		0,6602658788774003	0,3397341211225997	0,7857142857142857	0,6602658788774003	0,6468885672937771	0,9797395079594791	0,008852708275303045
?	[PlasmaGlucoseConcentration = (15.322736068477493 , 154.67592389452722)]	?	?	?	?	?	?	[class = positive]	0,9444444444444444	0,36099585062240663		0,7340241796200345	0,2659758203799655	0,7767857142857143	0,7340241796200345	0,6150506512301013	0,8379160636758322	0,0693744881995304
?	[PlasmaGlucoseConcentration = (5.2509357491685815 , 165.72834151724737)]	?	?	?	?	?	?	[class = positive]	0,9688888888888889	0,26556016597510373		0,7112561174551386	0,28874388254486133	0,8205128205128205	0,7112561174551386	0,6309696092619392	0,8871201157742402	0,05325028639883056
?	[PlasmaGlucoseConcentration = (12.064413660885293 , 139.323563852015)]	?	?	?	?	?	?	[class = positive]	0,8755555555555555	0,5062240663900415		0,7680311890838206	0,23196881091617932	0,6853932584269663	0,7680311890838206	0,5701881331403763	0,7424023154848046	0,08671339802002598
?	[PlasmaGlucoseConcentration = (18.846331532642306 , 119.85271467265174)]	?	?	?	?	?	?	[class = positive]	0,6688888888888889	0,7593360995850622		0,8384401114206128	0,1615598885793872	0,5512048192771084	0,8384401114206128	0,4356005788712012	0,5195369030390738	0,09726250887469867
?	[PlasmaGlucoseConcentration = (2.134791900247487 , 154.12971791683503)]	?	?	?	?	?	?	[class = positive]	0,9444444444444444	0,36099585062240663		0,7340241796200345	0,2659758203799655	0,7767857142857143	0,7340241796200345	0,6150506512301013	0,8379160636758322	0,0693744881995304
?	[PlasmaGlucoseConcentration = (6.162880715754889 , 132.6226896287775)]	?	?	?	?	?	?	[class = positive]	0,8244444444444444	0,5809128630705395		0,7860169491525424	0,21398305084745764	0,639269406392694	0,7860169491525424	0,5369030390738061	0,683068017366136	0,09206858492798675
?	[PlasmaGlucoseConcentration = (41.40227552988968 , 144.85643293011714)]	?	?	?	?	?	?	[class = positive]	0,9022222222222223	0,45228215767634855		0,7546468401486989	0,24535315985130113	0,7124183006535948	0,7546468401486989	0,5875542691751086	0,7785817655571635	0,08051838711906867
?	[PlasmaGlucoseConcentration = (0.0 , 130.13720500507407)]	?	?	?	?	?	?	[class = positive]	0,82	0,5933609958506224		0,7901498929336188	0,20985010706638116	0,6383928571428571	0,7901498929336188	0,5340086830680174	0,6758321273516642	0,09388645830933595
?	[PlasmaGlucoseConcentration = (0.9489779544688992 , 130.81692451648377)]	?	?	?	?	?	?	[class = positive]	0,8133333333333334	0,6016597510373444		0,7922077922077922	0,2077922077922078	0,6331877729257642	0,7922077922077922	0,5296671490593343	0,6685962373371924	0,0942571536877908
?	[PlasmaGlucoseConcentration = (1.7776787823202582 , 158.78137726217415)]	?	?	?	?	?	?	[class = positive]	0,9555555555555556	0,3112033195020747		0,7214765100671141	0,2785234899328859	0,7894736842105263	0,7214765100671141	0,622286541244573	0,8625180897250362	0,06058879829773334
?	[PlasmaGlucoseConcentration = (22.70434882463661 , 126.97285685091029)]	?	?	?	?	[DiabetesPedigreeFunction = (0.078 , 0.622076596369272)]	?	[class = positive]	0,6177777777777778	0,7925311203319502		0,8475609756097561	0,1524390243902439	0,5261707988980716	0,8475609756097561	0,402315484804631	0,47467438494934877	0,09319323700838361
?	[PlasmaGlucoseConcentration = (20.53536572094307 , 124.75107466047639)]	?	?	?	?	?	?	[class = positive]	0,7377777777777778	0,7012448132780082		0,8217821782178217	0,1782178217821782	0,5888501742160279	0,8217821782178217	0,4804630969609262	0,5846599131693199	0,09971496248018247
?	[PlasmaGlucoseConcentration = (5.7514019464843695 , 123.89728509549718)]	?	?	?	?	?	?	[class = positive]	0,7244444444444444	0,7219917012448133		0,8295165394402035	0,17048346055979643	0,5838926174496645	0,8295165394402035	0,4717800289435601	0,5687409551374819	0,10139879911451977
?	[PlasmaGlucoseConcentration = (23.938259694670887 , 133.51818492815246)]	?	?	?	?	?	?	[class = positive]	0,8311111111111111	0,5726141078838174		0,7840670859538784	0,21593291404612158	0,6448598130841121	0,7840670859538784	0,5412445730824892	0,6903039073806078	0,0916978895495319
?	[PlasmaGlucoseConcentration = (4.420909765303831 , 194.35368707331935)]	?	?	?	?	?	?	[class = positive]	0,9933333333333333	0,04564315352697095		0,6602658788774003	0,3397341211225997	0,7857142857142857	0,6602658788774003	0,6468885672937771	0,9797395079594791	0,008852708275303045
?	[PlasmaGlucoseConcentration = (42.411109377937734 , 127.08868191448204)]	?	?	?	?	?	?	[class = positive]	0,7755555555555556	0,6639004149377593		0,8116279069767441	0,1883720930232558	0,6130268199233716	0,8116279069767441	0,5050651230101303	0,622286541244573	0,0998133957162694
?	[PlasmaGlucoseConcentration = (30.0212322192467 , 114.61309065532005)]	?	?	?	?	?	?	[class = positive]	0,6044444444444445	0,8132780082987552		0,8580441640378549	0,14195583596214512	0,5240641711229946	0,8580441640378549	0,39363241678726485	0,45875542691751087	0,09487707364272091
?	[PlasmaGlucoseConcentration = (2.683200773359573 , 120.89799749222395)]	?	?	?	?	?	?	[class = positive]	0,6866666666666666	0,7468879668049793		0,8351351351351352	0,16486486486486487	0,5607476635514018	0,8351351351351352	0,447178002894356	0,5354558610709117	0,09847302824615012
?	[PlasmaGlucoseConcentration = (26.974615276070715 , 137.67304979437338)]	?	?	?	?	?	?	[class = positive]	0,86	0,5269709543568465		0,7724550898203593	0,2275449101796407	0,6684210526315789	0,7724550898203593	0,5600578871201157	0,7250361794500724	0,08789250252889641
