?	[PlasmaGlucoseConcentration = (18.162672055563718 , 166.40268491396859)]	?	?	?	?	?	?	[class = positive]	0,9777777777777777	0,26141078838174275		0,7119741100323624	0,28802588996763756	0,863013698630137	0,7119741100323624	0,6367583212735166	0,894356005788712	0,05432676902327005
?	[PlasmaGlucoseConcentration = (12.579031151081537 , 165.49668341010695)]	?	?	?	?	?	?	[class = positive]	0,9755555555555555	0,2697095435684647		0,7138211382113822	0,2861788617886179	0,8552631578947368	0,7138211382113822	0,6353111432706223	0,8900144717800289	0,05570692865265847
?	[PlasmaGlucoseConcentration = (28.479100525120206 , 151.24070047228133)]	?	?	?	?	?	?	[class = positive]	0,9355555555555556	0,3900414937759336		0,7411971830985915	0,25880281690140844	0,7642276422764228	0,7411971830985915	0,6092619392185239	0,8219971056439942	0,07395268083965645
?	[PlasmaGlucoseConcentration = (1.4538602548918647 , 166.80211398511688)]	?	?	?	?	?	?	[class = positive]	0,9777777777777777	0,26141078838174275		0,7119741100323624	0,28802588996763756	0,863013698630137	0,7119741100323624	0,6367583212735166	0,894356005788712	0,05432676902327005
?	[PlasmaGlucoseConcentration = (15.301710131796854 , 138.66151247048458)]	?	?	?	?	?	?	[class = positive]	0,8622222222222222	0,5145228215767634		0,7683168316831683	0,2316831683168317	0,6666666666666666	0,7683168316831683	0,5615050651230101	0,7308248914616498	0,08556989702208051
?	[PlasmaGlucoseConcentration = (31.109222746951552 , 180.37163203881582)]	?	?	?	?	?	?	[class = positive]	0,9866666666666667	0,14522821576763487		0,683076923076923	0,3169230769230769	0,8536585365853658	0,683076923076923	0,6425470332850941	0,9406657018813314	0,029957212957164914
?	[PlasmaGlucoseConcentration = (23.76514903808115 , 140.25809437311912)]	?	?	?	?	?	?	[class = positive]	0,88	0,49377593360995853		0,7644787644787645	0,23552123552123552	0,6878612716763006	0,7644787644787645	0,573082489146165	0,7496382054992764	0,08489552463867678
?	[PlasmaGlucoseConcentration = (20.811904933254397 , 123.21982262811044)]	?	?	?	?	?	?	[class = positive]	0,7222222222222222	0,7053941908713693		0,8207070707070707	0,17929292929292928	0,576271186440678	0,8207070707070707	0,4703328509406657	0,573082489146165	0,0971242834793426
?	[PlasmaGlucoseConcentration = (27.996477688118308 , 150.35090919299705)]	?	?	?	?	?	?	[class = positive]	0,9288888888888889	0,3983402489626556		0,7424511545293073	0,25754884547069273	0,75	0,7424511545293073	0,6049204052098408	0,8147612156295224	0,07432337621811136
?	[PlasmaGlucoseConcentration = (24.061069912922356 , 154.25524086437116)]	?	?	?	?	?	?	[class = positive]	0,9511111111111111	0,3775933609958506		0,740484429065744	0,25951557093425603	0,8053097345132744	0,740484429065744	0,6193921852387844	0,8364688856729378	0,07465846808564114
?	[PlasmaGlucoseConcentration = (5.305329917166537 , 129.09764358254333)]	?	?	?	?	?	?	[class = positive]	0,8044444444444444	0,6016597510373444		0,7903930131004366	0,2096069868995633	0,6223175965665236	0,7903930131004366	0,5238784370477568	0,662807525325615	0,09223822518592362
?	[PlasmaGlucoseConcentration = (21.119511924500205 , 120.18626254804367)]	?	?	?	?	?	?	[class = positive]	0,6888888888888889	0,7344398340248963		0,8288770053475936	0,1711229946524064	0,5583596214511041	0,8288770053475936	0,44862518089725034	0,5412445730824892	0,09615042273933411
?	[PlasmaGlucoseConcentration = (28.45696835812408 , 154.4510598912845)]	?	?	?	?	?	?	[class = positive]	0,9511111111111111	0,3775933609958506		0,740484429065744	0,25951557093425603	0,8053097345132744	0,740484429065744	0,6193921852387844	0,8364688856729378	0,07465846808564114
?	[PlasmaGlucoseConcentration = (17.648104338041257 , 158.58302784315754)]	?	?	?	?	?	?	[class = positive]	0,9622222222222222	0,3278008298755187		0,7277310924369748	0,2722689075630252	0,8229166666666666	0,7277310924369748	0,6266280752532561	0,8610709117221418	0,06587277818384396
?	[PlasmaGlucoseConcentration = (25.750965246742243 , 146.54325923211508)]	?	?	?	?	?	?	[class = positive]	0,9133333333333333	0,4315352697095436		0,75	0,25	0,7272727272727273	0,75	0,5947901591895803	0,7930535455861071	0,07832981835926456
?	[PlasmaGlucoseConcentration = (26.568065453975162 , 175.9054737155929)]	?	?	?	?	?	?	[class = positive]	0,9822222222222222	0,18672199170124482		0,6927899686520376	0,3072100313479624	0,8490566037735849	0,6927899686520376	0,6396526772793053	0,9232995658465991	0,03837220748050707
