?	[PlasmaGlucoseConcentration = (32.702217127846154 , 154.34122539847027)]	?	?	?	?	?	?	[class = positive]	0,9488888888888889	0,38589211618257263		0,7426086956521739	0,2573913043478261	0,8017241379310345	0,7426086956521739	0,61794500723589	0,8321273516642547	0,07603862771502945
?	[PlasmaGlucoseConcentration = (37.784002764851465 , 146.13609600569293)]	?	?	?	?	?	?	[class = positive]	0,9088888888888889	0,4315352697095436		0,7490842490842491	0,2509157509157509	0,7172413793103448	0,7490842490842491	0,5918958031837916	0,7901591895803184	0,07732035410833105
?	[PlasmaGlucoseConcentration = (33.65497865490909 , 120.73690181376446)]	?	?	?	?	?	?	[class = positive]	0,6844444444444444	0,7302904564315352		0,8257372654155496	0,1742627345844504	0,5534591194968553	0,8257372654155496	0,44573082489146165	0,5397973950795948	0,094198512610973
?	[PlasmaGlucoseConcentration = (23.12161764198384 , 139.41580640494556)]	?	?	?	?	?	?	[class = positive]	0,8688888888888889	0,5186721991701245		0,7712031558185405	0,22879684418145957	0,6793478260869565	0,7712031558185405	0,5658465991316932	0,7337192474674384	0,08802653927590842
?	[PlasmaGlucoseConcentration = (29.765923944351016 , 142.938598094462)]	?	?	?	?	?	?	[class = positive]	0,8844444444444445	0,4896265560165975		0,763915547024952	0,236084452975048	0,6941176470588235	0,763915547024952	0,5759768451519537	0,7539797395079595	0,0849625430121827
?	[PlasmaGlucoseConcentration = (20.257130820822724 , 137.4359288897807)]	?	?	?	?	?	?	[class = positive]	0,8533333333333334	0,5394190871369294		0,7757575757575758	0,22424242424242424	0,6632653061224489	0,7757575757575758	0,5557163531114327	0,7163531114327062	0,08920564378477897
?	[PlasmaGlucoseConcentration = (10.977140376733436 , 134.4744116189417)]	?	?	?	?	?	?	[class = positive]	0,8266666666666667	0,5643153526970954		0,779874213836478	0,22012578616352202	0,6355140186915887	0,779874213836478	0,5383502170767004	0,6903039073806078	0,0888035335437431
?	[PlasmaGlucoseConcentration = (21.522402781044207 , 136.60287546632233)]	?	?	?	?	?	?	[class = positive]	0,84	0,5477178423236515		0,7761806981519507	0,22381930184804927	0,6470588235294118	0,7761806981519507	0,5470332850940666	0,7047756874095513	0,08806214278683344
?	[PlasmaGlucoseConcentration = (48.036494158654634 , 125.89278370553848)]	?	?	?	?	?	?	[class = positive]	0,7533333333333333	0,6680497925311203		0,8090692124105012	0,1909307875894988	0,5919117647058824	0,8090692124105012	0,4905933429811867	0,6063675832127352	0,09570852033902916
?	[PlasmaGlucoseConcentration = (54.877216801290764 , 143.9479764573521)]	?	?	?	?	?	?	[class = positive]	0,8933333333333333	0,48132780082987553		0,7628083491461101	0,23719165085388993	0,7073170731707317	0,7628083491461101	0,5817655571635311	0,7626628075253257	0,08509657975919455
?	[PlasmaGlucoseConcentration = (22.610755624326522 , 136.85301659545377)]	?	?	?	?	?	?	[class = positive]	0,84	0,5477178423236515		0,7761806981519507	0,22381930184804927	0,6470588235294118	0,7761806981519507	0,5470332850940666	0,7047756874095513	0,08806214278683344
?	[PlasmaGlucoseConcentration = (37.12448746747457 , 122.35227591845803)]	?	?	?	?	?	?	[class = positive]	0,7088888888888889	0,7136929460580913		0,8221649484536082	0,17783505154639176	0,5676567656765676	0,8221649484536082	0,46164978292329956	0,5615050651230101	0,09598078248139719
?	[PlasmaGlucoseConcentration = (34.36436072204778 , 113.1709825804024)]	?	?	?	?	?	?	[class = positive]	0,5933333333333334	0,8049792531120332		0,8503184713375797	0,14968152866242038	0,5145888594164456	0,8503184713375797	0,38639652677279307	0,4544138929088278	0,09046852126053184
?	[PlasmaGlucoseConcentration = (4.410417970452642 , 139.51521244346816)]	?	?	?	?	?	?	[class = positive]	0,8688888888888889	0,5186721991701245		0,7712031558185405	0,22879684418145957	0,6793478260869565	0,7712031558185405	0,5658465991316932	0,7337192474674384	0,08802653927590842
?	[PlasmaGlucoseConcentration = (0.0 , 158.00678324829994)]	?	?	?	?	?	?	[class = positive]	0,9644444444444444	0,33195020746887965		0,7294117647058823	0,27058823529411763	0,8333333333333334	0,7294117647058823	0,6280752532561505	0,8610709117221418	0,06731995618673836
[NumberTimesPregnant = (0.0 , 2.4992205692036595)]	[PlasmaGlucoseConcentration = (0.0 , 162.3750812254726)]	?	?	?	[BodyMassIndex = (14.28101169808045 , 26.252978538729295)]	?	?	[class = positive]	0,1622222222222222	1,0		1,0	0,0	0,38996763754045305	1,0	0,10564399421128799	0,10564399421128799	0,0368454451590744
?	[PlasmaGlucoseConcentration = (39.12334499792806 , 129.45061234748223)]	?	?	?	?	?	?	[class = positive]	0,8	0,6141078838174274		0,7947019867549668	0,2052980132450331	0,6218487394957983	0,7947019867549668	0,5209840810419681	0,6555716353111433	0,09405609856727282
?	[PlasmaGlucoseConcentration = (35.89229980896015 , 138.82048662952448)]	?	?	?	?	?	?	[class = positive]	0,8577777777777778	0,5269709543568465		0,772	0,228	0,6649214659685864	0,772	0,5586107091172214	0,723589001447178	0,08738777040342971
?	[PlasmaGlucoseConcentration = (43.27807512421798 , 144.49417968878464)]	?	?	[TwoHourSerumInsulin = (0.0 , 469.4114550401808)]	?	?	?	[class = positive]	0,8955555555555555	0,47717842323651455		0,7618147448015122	0,2381852551984877	0,7098765432098766	0,7618147448015122	0,5832127351664255	0,7655571635311144	0,08465886600723377
?	[PlasmaGlucoseConcentration = (32.80265438212571 , 132.85882082365842)]	?	?	?	?	?	?	[class = positive]	0,8177777777777778	0,5850622406639004		0,7863247863247863	0,21367521367521367	0,6322869955156951	0,7863247863247863	0,532561505065123	0,6772793053545586	0,09149683442901396
?	[PlasmaGlucoseConcentration = (41.352891579110235 , 159.93938417524967)]	?	?	?	?	?	?	[class = positive]	0,96	0,3360995850622407		0,7297297297297297	0,2702702702702703	0,8181818181818182	0,7297297297297297	0,6251808972503617	0,8567293777134588	0,06725293781323227
?	[PlasmaGlucoseConcentration = (45.665901497210285 , 101.08616304599212)]	?	?	?	?	?	?	[class = positive]	0,40444444444444444	0,9336099585062241		0,9191919191919192	0,08080808080808081	0,4563894523326572	0,9191919191919192	0,2633863965267728	0,2865412445730825	0,07678211279611127
[NumberTimesPregnant = (0.0 , 13.939223862848763)]	?	?	?	?	?	?	?	[class = positive]	1,0	0,016597510373443983		0,6550218340611353	0,34497816593886466	1,0	0,6550218340611353	0,6512301013024602	0,9942112879884226	0,003769783509710356
?	[PlasmaGlucoseConcentration = (46.82117839516641 , 121.00115180616207)]	?	?	?	?	?	?	[class = positive]	0,6933333333333334	0,7219917012448133		0,8232189973614775	0,17678100263852242	0,5576923076923077	0,8232189973614775	0,4515195369030391	0,548480463096961	0,09433254935798491
