auc_psoeco<-c(0.6935483870967741,0.8499999999999999,0.6333333333333333,0.7666666666666667,0.65,0.8500000000000001,0.65,0.6944444444444443,0.8333333333333334,0.811111111111111)

acc_psoeco<-c(0.7647058823529411,0.8823529411764706,0.5882352941176471,0.7647058823529411,0.6176470588235294,0.8529411764705882,0.696969696969697,0.7878787878787878,0.8181818181818182,0.7575757575757576)

prec_psoeco<-c(0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285)

rec_psoeco<-c(0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333)

fm_psoeco<-c(0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2)

prec_neg_psoeco<-c(0.896551724137931,0.90625,0.8333333333333334,0.8666666666666667,0.84,0.8787878787878788,0.8846153846153846,0.896551724137931,0.9,0.9230769230769231)

rec_neg_psoeco<-c(0.8387096774193549,0.9666666666666667,0.6666666666666666,0.8666666666666667,0.7,0.9666666666666667,0.7666666666666667,0.8666666666666667,0.9,0.8)

fm_neg_psoeco<-c(0.8666666666666666,0.9354838709677419,0.7407407407407408,0.8666666666666667,0.7636363636363636,0.9206349206349207,0.8214285714285715,0.8813559322033899,0.9,0.8571428571428571)

